3861.0,10.0
3862.0,10.0
3863.0,10.0
3864.0,10.0
3865.0,10.0
3866.0,10.0
3867.0,10.0
3868.0,10.0
3869.0,10.0
3870.0,10.0
3871.0,10.0
3872.0,10.0
3873.0,10.0
3874.0,10.4
3875.0,10.4
3876.0,10.4
3877.0,10.4
3878.0,10.4
3879.0,10.4
3880.0,10.4
3881.0,10.4
3882.0,10.8
3883.0,10.8
3884.0,10.8
3885.0,11.2
3886.0,11.6
3887.0,12.0
3888.0,12.0
3889.0,12.4
3890.0,12.8
3891.0,13.2
3892.0,13.6
3893.0,14.0
3894.0,14.0
3895.0,14.4
3896.0,14.8
3897.0,15.2
3898.0,15.6
3899.0,16.4
3900.0,16.8
3901.0,17.2
3902.0,17.6
3903.0,18.4
3904.0,19.2
3905.0,20.0
3906.0,21.2
3907.0,22.4
3908.0,23.6
3909.0,25.2
3910.0,26.4
3911.0,28.0
3912.0,29.6
3913.0,30.8
3914.0,32.4
3915.0,33.6
3916.0,34.8
3917.0,36.0
3918.0,37.2
3919.0,38.0
3920.0,38.8
3921.0,39.2
3922.0,40.0
3923.0,40.0
3924.0,40.4
3925.0,40.8
3926.0,40.8
3927.0,40.8
3928.0,40.8
3929.0,40.8
3930.0,40.4
3931.0,40.4
3932.0,40.0
3933.0,39.2
3934.0,38.8
3935.0,38.0
3936.0,37.2
3937.0,36.4
3938.0,35.6
3939.0,34.8
3940.0,34.0
3941.0,32.8
3942.0,32.0
3943.0,31.2
3944.0,30.4
3945.0,29.6
3946.0,28.8
3947.0,28.0
3948.0,27.6
3949.0,26.8
3950.0,26.4
3951.0,26.0
3952.0,25.6
3953.0,25.2
3954.0,25.2
3955.0,25.2
3956.0,25.2
3957.0,25.2
3958.0,25.6
3959.0,25.6
3960.0,26.0
3961.0,26.8
3962.0,27.2
3963.0,28.0
3964.0,28.4
3965.0,29.2
3966.0,30.0
3967.0,30.8
3968.0,32.0
3969.0,32.8
3970.0,33.6
3971.0,34.4
3972.0,35.6
3973.0,36.4
3974.0,36.8
3975.0,37.6
3976.0,38.0
3977.0,38.4
3978.0,38.8
3979.0,39.2
3980.0,39.2
3981.0,39.6
3982.0,39.6
3983.0,40.0
3984.0,40.0
3985.0,40.0
3986.0,40.0
3987.0,40.0
3988.0,40.4
3989.0,40.4
3990.0,40.4
3991.0,40.4
3992.0,40.4
3993.0,40.8
3994.0,40.8
3995.0,40.8
3996.0,40.8
3997.0,40.8
3998.0,40.8
3999.0,40.4
4000.0,40.4
4001.0,40.0
4002.0,40.0
4003.0,39.6
4004.0,39.6
4005.0,39.6
4006.0,39.6
4007.0,39.2
4008.0,39.2
4009.0,38.8
4010.0,38.8
4011.0,38.4
4012.0,38.0
4013.0,37.6
4014.0,37.2
4015.0,36.8
4016.0,36.0
4017.0,35.6
4018.0,35.6
4019.0,35.2
4020.0,34.8
4021.0,34.4
4022.0,34.4
4023.0,34.0
4024.0,33.6
4025.0,33.2
4026.0,33.2
4027.0,32.8
4028.0,32.0
4029.0,31.6
4030.0,31.2
4031.0,30.8
4032.0,30.4
4033.0,30.0
4034.0,29.6
4035.0,29.6
4036.0,29.2
4037.0,29.2
4038.0,28.8
4039.0,28.8
4040.0,28.8
4041.0,28.8
4042.0,28.8
4043.0,28.8
4044.0,28.8
4045.0,28.4
4046.0,28.4
4047.0,28.4
4048.0,28.0
4049.0,28.0
4050.0,27.6
4051.0,27.2
4052.0,26.8
4053.0,26.4
4054.0,26.0
4055.0,25.6
4056.0,25.2
4057.0,25.2
4058.0,24.8
4059.0,24.4
4060.0,24.4
4061.0,24.0
4062.0,24.0
4063.0,24.0
4064.0,23.6
4065.0,23.6
4066.0,23.2
4067.0,22.8
4068.0,22.8
4069.0,22.4
4070.0,22.0
4071.0,21.6
4072.0,21.6
4073.0,21.2
4074.0,20.8
4075.0,20.4
4076.0,20.0
4077.0,19.6
4078.0,18.8
4079.0,18.4
4080.0,18.0
4081.0,17.2
4082.0,16.8
4083.0,16.4
4084.0,15.6
4085.0,15.2
4086.0,14.8
4087.0,14.4
4088.0,14.0
4089.0,13.6
4090.0,13.2
4091.0,12.8
