2451.0,-79.769
2452.0,-81.624
2453.0,-83.48
2454.0,-87.19
2455.0,-90.9
2456.0,-90.9
2457.0,-90.9
2458.0,-92.755
2459.0,-98.32
2460.0,-103.886
2461.0,-102.031
2462.0,-98.32
2463.0,-90.9
2464.0,-92.755
2465.0,-96.465
2466.0,-94.61
2467.0,-90.9
2468.0,-90.9
2469.0,-94.61
2470.0,-90.9
2471.0,-87.19
2472.0,-87.19
2473.0,-87.19
2474.0,-87.19
2475.0,-83.48
2476.0,-79.769
2477.0,-79.769
2478.0,-79.769
2479.0,-77.914
2480.0,-70.494
2481.0,-63.073
2482.0,-55.653
2483.0,-51.943
2484.0,-48.233
2485.0,-40.812
2486.0,-25.971
2487.0,-12.986
2488.0,-7.42
2489.0,-5.565
2490.0,3.71
2491.0,14.841
2492.0,18.551
2493.0,22.261
2494.0,25.971
2495.0,33.392
2496.0,42.667
2497.0,50.088
2498.0,53.798
2499.0,53.798
2500.0,53.798
2501.0,51.943
2502.0,57.508
2503.0,61.218
2504.0,59.363
2505.0,55.653
2506.0,50.088
2507.0,46.378
2508.0,38.957
2509.0,24.116
2510.0,9.276
2511.0,5.565
2512.0,3.71
2513.0,-7.42
2514.0,-20.406
2515.0,-31.537
2516.0,-37.102
2517.0,-40.812
2518.0,-48.233
2519.0,-53.798
2520.0,-55.653
2521.0,-57.508
2522.0,-64.929
2523.0,-74.204
2524.0,-87.19
2525.0,-100.175
2526.0,-102.031
2527.0,-102.031
2528.0,-105.741
2529.0,-116.871
2530.0,-122.437
2531.0,-122.437
2532.0,-116.871
2533.0,-111.306
2534.0,-113.161
2535.0,-116.871
2536.0,-118.726
2537.0,-118.726
2538.0,-116.871
2539.0,-118.726
2540.0,-122.437
2541.0,-122.437
2542.0,-116.871
2543.0,-111.306
2544.0,-113.161
2545.0,-115.016
2546.0,-109.451
2547.0,-94.61
2548.0,-77.914
2549.0,-63.073
2550.0,-44.522
2551.0,-22.261
2552.0,1.855
2553.0,33.392
2554.0,68.639
2555.0,116.871
2556.0,170.669
2557.0,224.467
2558.0,281.975
2559.0,346.904
2560.0,422.963
2561.0,504.587
2562.0,582.501
2563.0,652.995
2564.0,704.938
2565.0,723.489
2566.0,680.822
2567.0,586.212
2568.0,484.181
2569.0,396.991
2570.0,313.512
2571.0,215.192
2572.0,89.045
2573.0,-53.798
2574.0,-163.249
2575.0,-222.612
2576.0,-246.728
2577.0,-259.714
2578.0,-268.99
2579.0,-274.555
2580.0,-276.41
2581.0,-268.99
2582.0,-256.004
2583.0,-237.453
2584.0,-213.337
2585.0,-185.51
2586.0,-155.828
2587.0,-129.857
2588.0,-109.451
2589.0,-90.9
2590.0,-74.204
2591.0,-64.929
2592.0,-55.653
2593.0,-51.943
2594.0,-55.653
2595.0,-57.508
2596.0,-53.798
2597.0,-50.088
2598.0,-48.233
2599.0,-46.378
2600.0,-44.522
2601.0,-37.102
2602.0,-29.682
2603.0,-27.827
2604.0,-25.971
2605.0,-24.116
2606.0,-16.696
2607.0,-11.131
2608.0,-9.276
2609.0,-3.71
2610.0,1.855
2611.0,1.855
2612.0,3.71
2613.0,9.276
2614.0,9.276
2615.0,5.565
2616.0,9.276
2617.0,12.986
2618.0,14.841
2619.0,12.986
2620.0,12.986
2621.0,16.696
2622.0,22.261
2623.0,27.827
2624.0,29.682
2625.0,29.682
2626.0,29.682
2627.0,31.537
2628.0,33.392
2629.0,35.247
2630.0,37.102
2631.0,42.667
2632.0,50.088
2633.0,53.798
2634.0,53.798
2635.0,55.653
2636.0,63.073
2637.0,68.639
2638.0,72.349
2639.0,79.769
2640.0,83.48
2641.0,83.48
2642.0,87.19
2643.0,94.61
2644.0,96.465
2645.0,96.465
2646.0,100.175
2647.0,103.886
2648.0,107.596
2649.0,109.451
2650.0,107.596
2651.0,109.451
2652.0,113.161
2653.0,115.016
2654.0,115.016
2655.0,118.726
2656.0,129.857
2657.0,140.988
2658.0,152.118
2659.0,157.684
2660.0,166.959
2661.0,179.945
2662.0,191.075
2663.0,202.206
2664.0,211.481
2665.0,220.757
2666.0,228.177
2667.0,231.888
2668.0,231.888
2669.0,235.598
2670.0,243.018
2671.0,254.149
2672.0,261.569
2673.0,263.424
2674.0,257.859
2675.0,259.714
2676.0,265.279
2677.0,265.279
